gene	ensembl_id	phenotype	trait_type	n_cases	burden_set	P_SKATO	P_Burden	P_SKAT	BETA	n_variants
MYOCD	ENSG00000141052	Cystatin C	continuous	376784	pLoF	0.13423073372947	0.147155006206161	0.0837100445330813	0.00500099262726564	24
LAMA5	ENSG00000130702	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.134265768894409	0.0727648554823704	0.490853694619844	-0.00245697588452862	267
FANCL	ENSG00000115392	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.13575184968439	0.109605449361834	0.127320882236793	-0.0152845376332429	53
SDCCAG8	ENSG00000054282	Cystatin C	continuous	376784	pLoF	0.135917152061219	0.0772048534062538	0.870511337138631	0.00359224004171047	59
CEP290	ENSG00000198707	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.136130960460081	0.648984457600853	0.0721093157562935	-0.0035840906869005	253
WT1	ENSG00000184937	Cystatin C	continuous	376784	pLoF	0.136235097044235	0.091101038876201	0.29595683874065	-0.0197026688580892	3
BBS5	ENSG00000163093	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.136716298491008	0.256459067452611	0.0746713114538393	0.0335662027690921	28
NUP107	ENSG00000111581	Cystatin C	continuous	376784	pLoF	0.137312725725277	0.739129219762515	0.0758555501656059	-0.000704975247183091	69
TBX1	ENSG00000184058	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.13794925762473	0.229935717229154	0.0863113871886952	0.0786845685201936	13
IFNG	ENSG00000111537	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.138166161013668	0.0864467471933172	0.27760842709719	-0.00799029587584844	11
NEK8	ENSG00000160602	Cystatin C	continuous	376784	pLoF	0.138207526557305	0.474037860664169	0.0806714186300383	-0.0014058685381733	39
BBS7	ENSG00000138686	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.138362959151118	0.497188995310666	0.0790177592170086	0.0355533356069857	39
IFNGR1	ENSG00000027697	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.138979290530389	0.175523195303802	0.0827376832609892	0.0456393837887418	13
METTL27	ENSG00000165171	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.13919115235614	0.0831095299755713	0.403166783896138	0.0162008501873948	21
BBS2	ENSG00000125124	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.139282359495907	0.298851220066849	0.0829706213639776	0.065517658006234	63
NCF1	ENSG00000158517	Microalbumin in urine	continuous	119013	pLoF	0.14108768339036	0.0867386175797042	0.263035180963686	-0.014747000759016	15
ERAP1	ENSG00000164307	Cystatin C	continuous	376784	pLoF	0.14163995659147	0.230687085076154	0.104269256043743	-0.000753098651578049	74
NOTCH2	ENSG00000134250	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.143325912921704	0.216635526736787	0.078240263758949	0.0305288703384855	39
NOD2	ENSG00000167207	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.143590105376002	0.0827655720186015	0.99965992263516	-0.0321339628367263	53
KYNU	ENSG00000115919	Urea	continuous	376551	pLoF	0.144379449448699	0.436143360621839	0.0863616364539668	0.00165879423362747	26
RAD21	ENSG00000164754	Urea	continuous	376551	pLoF	0.144392346415242	0.0879444602682637	0.362465390419171	0.0240277835493507	5
CRB2	ENSG00000148204	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.144446009877328	0.180426617341685	0.100763001906316	0.00983169250676539	98
FANCD2	ENSG00000144554	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.145042391441818	0.508457632371348	0.0841613090109234	0.0348162443619752	106
FANCE	ENSG00000112039	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.145633562760118	0.0861468786658843	0.201691959812531	0.0427535576771584	38
KIAA0753	ENSG00000198920	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.146248641688142	0.709102933538889	0.0815567065926219	0.00553426930015473	82
BBS7	ENSG00000138686	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.146350484919462	0.321429298550489	0.0859781708619072	0.0612199064826204	39
BBS4	ENSG00000140463	Cystatin C	continuous	376784	pLoF	0.147438937741942	0.0837288638862892	0.322634218432587	-0.00357570196261815	48
KCTD1	ENSG00000134504	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.148226699137961	0.090873715139913	0.344115277004946	-0.0279516202168177	4
FAAP100	ENSG00000185504	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.148846355909145	0.641575718618657	0.0860005514100363	0.00904871916266745	61
IFT140	ENSG00000187535	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.148911939608826	0.463340963393523	0.0876982732957081	0.0394464321320391	82
IFT74	ENSG00000096872	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.149314496750315	0.101568728091023	0.3802884467914	0.00172217603777845	24
BRCA1	ENSG00000012048	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.14974223392573	0.593216251623323	0.0824463660051973	0.0262780298414703	141
CILK1	ENSG00000112144	Cystatin C	continuous	376784	pLoF	0.149755106076544	0.0839187867414961	0.402196756604462	0.00481191272356529	46
SRCAP	ENSG00000080603	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.149783419980776	0.464502201481267	0.0854801977593893	0.0387455204694802	31
IFNGR1	ENSG00000027697	Cystatin C	continuous	376784	pLoF	0.151536871025813	0.102459431333963	0.110974243711313	0.00994406570964807	13
TBX1	ENSG00000184058	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.151582386165235	0.414434976125999	0.0888338568284592	0.0448970134469554	13
INPP5E	ENSG00000148384	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.151709965903192	0.416219992658586	0.0863396602160302	-0.0020997273102197	48
IFT122	ENSG00000163913	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.155244806949953	0.882290706697565	0.0932412521537874	-0.00167511278670777	101
PRTN3	ENSG00000196415	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.155269919963198	0.118570359682868	0.161374780025012	-0.040872997028041	28
DYNC2I1	ENSG00000126870	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.155378497190014	0.831500947969946	0.0849415482178142	-0.00320628827275696	87
TBX1	ENSG00000184058	Creatinine	continuous	376624	pLoF	0.155520578345779	0.0918343999204063	0.549990083028683	0.0106828415034193	13
CRB2	ENSG00000148204	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.156141560111734	0.110301929328831	0.113435137754283	0.0294320326805379	98
COG1	ENSG00000166685	Urea	continuous	376551	pLoF	0.156302133824968	0.293439370217254	0.0944627237282892	0.00206981761265762	64
IFT122	ENSG00000163913	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.156632667943036	0.0953131660244135	0.531748530477584	-0.012446978569106	101
LAMA5	ENSG00000130702	Microalbumin in urine	continuous	119013	pLoF	0.15682249422613	0.438801288503382	0.0858223550864706	-0.00210362635554562	267
FANCC	ENSG00000158169	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.157614127674667	0.664430427499128	0.0925972911203888	-0.000598172047500842	46
FANCE	ENSG00000112039	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.158045038558473	0.563929014198919	0.095659213590005	-0.0086358686035869	38
LZTFL1	ENSG00000163818	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.158077799967765	0.254479296894865	0.08826033476174	0.0341632534630971	17
NEK8	ENSG00000160602	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.158236090273008	0.0995828786884252	0.145057457604368	-0.00336842622528232	39
COL7A1	ENSG00000114270	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.160118453094288	0.0892580476280936	0.66501788413339	0.00165844497917248	229
CC2D2A	ENSG00000048342	Creatinine	continuous	376624	pLoF	0.160484828095781	0.3231721005755	0.0912661209564856	0.000929747460573702	136
FAAP100	ENSG00000185504	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.162822210622645	0.422935158253312	0.0945240077556464	0.0151378310535136	61
ALG9	ENSG00000086848	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.163012456840888	0.125912399196671	0.112215691311387	0.0431608287919142	46
KIAA0753	ENSG00000198920	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.164132028910237	0.0920951329158555	0.880762205037397	-0.0188560407232377	82
SCLT1	ENSG00000151466	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.164706971936834	0.921502959938823	0.0955419978378149	0.00224474111716465	29
NOTCH2	ENSG00000134250	Urea	continuous	376551	pLoF	0.165730164346238	0.111125715437195	0.15381702338904	0.00786112686645253	39
IFT27	ENSG00000100360	Urea	continuous	376551	pLoF	0.165998075457581	0.429158573738374	0.0981823096968688	-0.00178813020043939	20
TBL2	ENSG00000106638	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.166657096064272	0.946339053555617	0.0973479187118039	-0.00021804586078417	29
FANCI	ENSG00000140525	Cystatin C	continuous	376784	pLoF	0.167841198398106	0.70085694707599	0.0921301778021911	0.000572373453506153	124
WDPCP	ENSG00000143951	Microalbumin in urine	continuous	119013	pLoF	0.16819995111545	0.642376353250826	0.0938798670257617	0.00203312265558952	56
ZNF699	ENSG00000196110	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.168521870183198	0.320436094944221	0.10998089709187	0.0308594873458607	18
RAD21	ENSG00000164754	Cystatin C	continuous	376784	pLoF	0.169949718476985	0.286011702768011	0.103734324058304	0.0140985382672836	5
IFT27	ENSG00000100360	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.169971829250905	0.686557516159632	0.101110659812307	0.00530366428252815	20
SALL1	ENSG00000103449	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.170622105640573	0.251067825514032	0.161224706476143	-0.0108501138337366	12
CEP19	ENSG00000174007	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.170659731063728	0.41511547795603	0.100744084505391	0.028861350285612	17
INVS	ENSG00000119509	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.171066636858059	0.113251526907134	0.141867767325762	0.0450860018002073	84
FANCD2	ENSG00000144554	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.171073394213674	0.236074087214582	0.0992132873209851	0.0184324552428719	106
NSD1	ENSG00000165671	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.171208417889696	0.443457956926323	0.0974814753336412	0.0260382913391677	32
NCF1	ENSG00000158517	Cystatin C	continuous	376784	pLoF	0.171718820663643	0.306160007290264	0.10618444980756	-0.00393066080532139	15
TMEM237	ENSG00000155755	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.171877001714174	0.976835861908773	0.0988401068444691	8.73785935209393e-05	44
NPHP3	ENSG00000113971	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.173465047710416	0.0971666562315056	0.821235596234837	-0.0271557431443402	115
MKS1	ENSG00000011143	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.173532572047014	0.535291061839157	0.0980026150397768	0.0316629959462617	48
MKS1	ENSG00000011143	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.17379069305161	0.455898445876372	0.096255201906053	0.0256418502509882	48
FANCC	ENSG00000158169	Microalbumin in urine	continuous	119013	pLoF	0.173975106334961	0.103895632254386	0.611922557069663	-0.00433547522726499	46
CILK1	ENSG00000112144	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.174153083416235	0.646624514946542	0.0985066560494046	0.0098287236947888	46
RFC2	ENSG00000049541	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.175136465654416	0.106652377828373	0.244852249977644	-0.00397633132036669	25
KIAA0586	ENSG00000100578	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.176066562255777	0.115340483330376	0.501234879086924	0.00561659830297637	111
DYNC2LI1	ENSG00000138036	Cystatin C	continuous	376784	pLoF	0.176234350938768	0.106868415384332	0.254532232333436	0.00380959598989046	26
FANCL	ENSG00000115392	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.176668653560508	0.142692962615407	0.168385883833331	-0.0440278399900929	53
PALB2	ENSG00000083093	Urea	continuous	376551	pLoF	0.176671944549953	0.415277325143877	0.102103199078846	-0.00109095876486731	94
NOD2	ENSG00000167207	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.176918260387461	0.102358882829342	0.964480804965917	-0.0404677240551125	53
CRB2	ENSG00000148204	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.177042686615662	0.237783784809682	0.123689197750108	0.040281700242784	98
INVS	ENSG00000119509	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.177279050634903	0.114805364912211	0.145998898957514	0.0271760398607093	84
BRCA2	ENSG00000139618	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.17882397210944	0.290194943433506	0.0963617703603201	0.0010971658746242	280
EBF3	ENSG00000108001	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.179251896274691	0.605313514547246	0.11075567707601	0.00852480926016888	4
FKBP6	ENSG00000077800	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.179355296729698	0.408852918231671	0.115562152334798	-0.0177278705678075	26
NSD1	ENSG00000165671	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.180184950599291	0.103469529229686	0.327603561036587	0.00656902293785454	32
FAH	ENSG00000103876	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.182035578533011	0.109607933194296	0.335943762969996	-0.020623349905737	33
PALB2	ENSG00000083093	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.182993727131628	0.662957802148802	0.105706401775792	0.00325514648505074	94
HLA-DPB1	ENSG00000223865	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.183691678836259	0.40890843575985	0.104098336969896	0.0192758072857857	30
DACT1	ENSG00000165617	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.184536949541995	0.307794013295324	0.106518077301736	0.0354311932080106	22
BBS2	ENSG00000125124	Urea	continuous	376551	pLoF	0.184990325981274	0.235307330074793	0.109890381260342	0.00155312711849118	63
NOD2	ENSG00000167207	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.185219027325886	0.513577013324568	0.108284363109368	0.0339408979818278	53
KIAA0753	ENSG00000198920	Creatinine	continuous	376624	pLoF	0.185756644956927	0.371777099332918	0.104854532528594	0.000835849195221153	82
PAN2	ENSG00000135473	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.18586865896737	0.100623921288872	0.817046258234134	-0.00549586148748416	65
GSN	ENSG00000148180	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.185949567267446	0.136484624030642	0.136050758627934	0.0313605157023274	44
EBF3	ENSG00000108001	Creatinine	continuous	376624	pLoF	0.186307305461168	0.429758460346048	0.115324862345977	0.010951661814265	4
TMEM67	ENSG00000164953	Creatinine	continuous	376624	pLoF	0.186435970065132	0.106680786404431	0.654840591773838	0.00161110089633175	86
SALL1	ENSG00000103449	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.186863164460935	0.179467280814439	0.19667231316686	-0.00580303213461703	12
MEN1	ENSG00000133895	Microalbumin in urine	continuous	119013	pLoF	0.186884934816853	0.118368843189754	0.180841849108118	0.0275371401367971	10
MMACHC	ENSG00000132763	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.187434830543656	0.151713036359138	0.18057764590762	-0.0410589526475696	15
PALB2	ENSG00000083093	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.188913465213965	0.314478055821002	0.10831425143528	0.011678343669572	94
ALMS1	ENSG00000116127	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.191198134571121	0.354262255524507	0.106951019570031	0.022771460455782	271
ELN	ENSG00000049540	Cystatin C	continuous	376784	pLoF	0.191331272332091	0.254429953260542	0.112977253508132	-0.00218298789034688	39
TMEM216	ENSG00000187049	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.192214120329086	0.14069740396005	0.224541950414046	-0.00376007223350904	13
DYNC2I1	ENSG00000126870	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.192223831757859	0.105244298742803	0.427853854193942	0.00322650081770111	87
FANCE	ENSG00000112039	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.192874723172809	0.525575703544636	0.115833059243118	0.0324932423734084	38
TMEM67	ENSG00000164953	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.193032574723891	0.110618197445731	0.277456947638237	0.00190028250972425	86
CPT2	ENSG00000157184	Urea	continuous	376551	pLoF	0.193098093865698	0.145800715078484	0.126044156501884	-0.00345131785732726	39
HLA-DPA1	ENSG00000231389	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.193151129235909	0.711564338131348	0.114132617190577	0.00663242244605705	22
NSD1	ENSG00000165671	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.194116883501907	0.255028566973081	0.111879811959986	0.0448526353355353	32
ELN	ENSG00000049540	Microalbumin in urine	continuous	119013	pLoF	0.195092894680218	0.119247697157756	0.168251177301458	-0.00635162795449842	39
MYOCD	ENSG00000141052	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.195489823422623	0.120314171178257	0.214853744784047	0.031357514101704	24
WDPCP	ENSG00000143951	Urea	continuous	376551	pLoF	0.195797777446693	0.933896653376166	0.110758515671328	0.000181515733330187	56
IFNG	ENSG00000111537	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.196192917822532	0.350351831996454	0.125549472910112	0.0562624045397088	11
MYOCD	ENSG00000141052	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.196324989756942	0.117736271379648	0.176694902477871	0.0532549937640189	24
IFT27	ENSG00000100360	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.196945635066782	0.117666819342306	0.840009656551869	-0.0310805954937881	20
WDR35	ENSG00000118965	Creatinine	continuous	376624	pLoF	0.197211863019469	0.160852649025674	0.124371108797381	0.00211571482120311	90
TMEM237	ENSG00000155755	Creatinine	continuous	376624	pLoF	0.197806081566311	0.18638335543966	0.115251180413496	-0.001986706780852	44
SLC7A7	ENSG00000155465	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.198061022798469	0.42977218220407	0.112124367112302	-0.0111641013091518	40
XRCC2	ENSG00000196584	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.199030940626522	0.118781229145414	0.760302453390335	-0.040622580402308	23
KIAA0753	ENSG00000198920	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.200144816853354	0.113327736001515	0.620600311433371	0.0160259878449087	82
ALG5	ENSG00000120697	Cystatin C	continuous	376784	pLoF	0.200183492251805	0.114268141051966	0.45693074443348	0.00933792071405721	21
TSC1	ENSG00000165699	Urea	continuous	376551	pLoF	0.202478835922213	0.850019365562107	0.114893324934415	-0.00160332601476985	17
SALL1	ENSG00000103449	Creatinine	continuous	376624	pLoF	0.204680490901911	0.245604650054987	0.195798374632626	-0.000537662630011195	12
CRB2	ENSG00000148204	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.206753396115963	0.13968092779327	0.282010876811712	0.0331555665639114	98
INVS	ENSG00000119509	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.207137716527923	0.507515366374713	0.117208910844566	0.0221873868437632	84
IFNGR1	ENSG00000027697	Microalbumin in urine	continuous	119013	pLoF	0.207885083549676	0.123567810294664	0.419503906934229	-0.0183094434846442	13
PKD1	ENSG00000008710	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.208159615968693	0.130316842677664	0.700363023270346	-0.00288531606245637	92
BRCA2	ENSG00000139618	Urea	continuous	376551	pLoF	0.208201170001277	0.117240035528975	0.28688364912013	0.00164819984979128	280
TMEM67	ENSG00000164953	Cystatin C	continuous	376784	pLoF	0.209322435295962	0.120341092885892	0.748052137263676	0.00174710485010575	86
CLPB	ENSG00000162129	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.209584033923895	0.5937686495714	0.131909920121244	0.00102969021841538	48
SCAPER	ENSG00000140386	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.209759916463143	0.187558871687829	0.121860915100947	0.0167693370825739	80
BBS10	ENSG00000179941	Urea	continuous	376551	pLoF	0.209792834858955	0.360856146188309	0.156560874884363	0.00239988348520131	14
ERCC8	ENSG00000049167	Urea	continuous	376551	pLoF	0.209994705768325	0.123271018339199	0.541394608911553	0.00415988473797181	32
SALL1	ENSG00000103449	Microalbumin in urine	continuous	119013	pLoF	0.211153017813553	0.203874856312424	0.21556697713958	0.00132122604284459	12
FAH	ENSG00000103876	Microalbumin in urine	continuous	119013	pLoF	0.211673628241754	0.129250109760017	0.306840249807937	-0.00511043155486798	33
APOA1	ENSG00000118137	Creatinine	continuous	376624	pLoF	0.211925695744881	0.180262288467945	0.125895583794222	-0.00693173441387219	17
MMACHC	ENSG00000132763	Cystatin C	continuous	376784	pLoF	0.211965742521013	0.16938519072648	0.221727201929013	0.00179901763802016	15
BBS9	ENSG00000122507	Cystatin C	continuous	376784	pLoF	0.211978031024342	0.133763562448966	0.163897520958535	0.00265960743445507	61
COL7A1	ENSG00000114270	Cystatin C	continuous	376784	pLoF	0.212687650273151	0.971663444576003	0.120650026629342	-2.48774833579504e-05	229
BRCA1	ENSG00000012048	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.214051508058026	0.118287416215544	0.999338699998917	-0.0260427754745119	141
NOD2	ENSG00000167207	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.21415407813718	0.124964009738769	0.947470696965171	-0.015328908293531	53
LAMB2	ENSG00000172037	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.21437426168737	0.650935313120892	0.120859180104602	0.021220952431175	108
KIAA0753	ENSG00000198920	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.214401513454564	0.632266115714277	0.122169041969963	0.0229117233649322	82
DNASE1L3	ENSG00000163687	Cystatin C	continuous	376784	pLoF	0.215451088003687	0.134473789784777	0.358661336158193	-0.00613224486653825	10
BBS4	ENSG00000140463	Urea	continuous	376551	pLoF	0.215798476553962	0.325569071562702	0.125321985389605	-0.00216429745867683	48
IL12A	ENSG00000168811	Urea	continuous	376551	pLoF	0.216979635240002	0.859658197026624	0.125453869285144	0.00119067746982019	13
APC2	ENSG00000115266	Cystatin C	continuous	376784	pLoF	0.217119050054749	0.169634748278507	0.136200090646888	0.00625341555336633	36
KIAA0586	ENSG00000100578	Microalbumin in urine	continuous	119013	pLoF	0.217217208353058	0.168172034763578	0.144455731995495	-0.00162139537379471	111
HRAS	ENSG00000174775	Urea	continuous	376551	pLoF	0.217430696056199	0.16845115081517	0.263147071502388	0.00420604857273518	10
MMACHC	ENSG00000132763	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.218148565872285	0.165820992870411	0.30278365698078	0.0163507964484809	15
IFT122	ENSG00000163913	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.218191100493134	0.233546446568236	0.131706199764402	-0.0121365838358507	101
BAZ1B	ENSG00000009954	Creatinine	continuous	376624	pLoF	0.218615195889368	0.664024918526213	0.133226367067384	0.00176705292769453	18
DNAJB11	ENSG00000090520	Microalbumin in urine	continuous	119013	pLoF	0.218624461830897	0.12873467077879	0.81910323768374	0.0189412955887104	25
CEP290	ENSG00000198707	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.218871900701511	0.151136938627256	0.160249579912447	0.00873446451743263	253
WDPCP	ENSG00000143951	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.219551943634939	0.124390198042184	0.976458662987725	-0.0308014148492989	56
TBX1	ENSG00000184058	Microalbumin in urine	continuous	119013	pLoF	0.219564360819172	0.263117639792337	0.130671515832926	0.0147035663201112	13
TSC1	ENSG00000165699	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.219755720270634	0.482958493404298	0.128044657471479	0.0368217158029975	17
SMC3	ENSG00000108055	Urea	continuous	376551	pLoF	0.22012102786233	0.124546725011126	0.940801704414574	-0.0106266341031266	25
CILK1	ENSG00000112144	Creatinine	continuous	376624	pLoF	0.220368469361589	0.125296719757738	0.526265895750769	0.00381160895737969	46
PKD2	ENSG00000118762	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.221068547384889	0.124249645073431	0.582170575949602	-0.00627609773144995	39
FANCC	ENSG00000158169	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.221123915431479	0.417342573725808	0.133586888416439	0.0234846030913832	46
NOTCH2	ENSG00000134250	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.221621045899105	0.635267760680275	0.125694658836065	0.0216650005619249	39
GTF2I	ENSG00000263001	Urea	continuous	376551	pLoF	0.221789547688001	0.141680558510674	0.284534029367495	-0.0193555179500092	5
AHI1	ENSG00000135541	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.222189709394087	0.554653609429275	0.127304066183465	0.0299117551103686	99
LZTFL1	ENSG00000163818	Creatinine	continuous	376624	pLoF	0.222875034050706	0.489772321841911	0.127775225132521	0.00357126465774801	17
TMEM216	ENSG00000187049	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.223490388617718	0.570284806862947	0.153909160215063	0.0283220489508976	13
FANCI	ENSG00000140525	Urea	continuous	376551	pLoF	0.224159573237426	0.281395526892437	0.125207750292379	-0.00171192263084906	124
TMEM231	ENSG00000205084	Creatinine	continuous	376624	pLoF	0.224304990105235	0.308858265161326	0.127120690532618	-0.00306819101962206	31
BBS9	ENSG00000122507	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.225183830442073	0.909714570891325	0.128249700020113	-0.00175458257196716	61
BBS7	ENSG00000138686	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.227114992006759	0.131504336759173	0.386843535658524	0.0200967437058468	39
IFNG	ENSG00000111537	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.228076391717746	0.144632144822286	0.634008830879237	-0.0420496018208103	11
BBIP1	ENSG00000214413	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.228290856425413	0.160484783374748	0.290449876921164	-0.00653813434174627	8
ARL6	ENSG00000113966	Microalbumin in urine	continuous	119013	pLoF	0.228445828106139	0.140541008608464	0.280080781658485	-0.0219636817547199	13
LZTFL1	ENSG00000163818	Cystatin C	continuous	376784	pLoF	0.229111644453852	0.510334985029969	0.131625574231509	0.00383549270979835	17
NOD2	ENSG00000167207	Cystatin C	continuous	376784	pLoF	0.229212402900424	0.702955730970525	0.133395465410038	0.000647984143826493	53
ERAP1	ENSG00000164307	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.229637694150842	0.272641450891634	0.166432064060925	-0.0230086534039343	74
MLXIPL	ENSG00000009950	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.230194173756285	0.132679018558281	0.713274741607279	-0.0265541443486735	41
SALL1	ENSG00000103449	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.230497414869155	0.22054914022575	0.229585231446022	-0.0144712279822429	12
GTF2I	ENSG00000263001	Cystatin C	continuous	376784	pLoF	0.230930070921281	0.147234395465158	0.523906559495274	-0.0179236858792663	5
FKBP6	ENSG00000077800	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.232577420310283	0.277321281263482	0.149155915321286	0.0734801998922956	26
IFT74	ENSG00000096872	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.232882932097084	0.158848291733722	0.423098642339241	0.0261119291598397	24
